"","ME6","ME4","ME5","ME7","ME3","ME1","ME2","ME0"
"R42016-154pf_125-IR_L6",0.00158519793613909,0.0146986028670629,0.00861869726163157,-0.00164584754320973,-0.010295949314046,-0.00944068490235916,-0.0143194910767823,0.000126457838741651
"R42016-155pf_126-IR_L6",0.00672233301240163,0.0158896210400322,0.0114465393668193,0.000888763405936791,-0.0119976274666235,0.00933733724191748,-0.0249823561341067,-0.0249987870475847
"R42016-156pf_127-IR_L6",-0.0146151173668648,0.0105299214811601,-0.000339988958284415,-0.0317934958201186,-0.0121595334318415,-0.0236237558457721,-0.0631740604609504,-0.00606300989633916
"R42016-157pf_128-IR_L7",0.00754846659296771,0.020026903899159,0.0112306802711532,-0.00917081533244953,-0.0108351270337011,0.0132765175237215,-0.0411663091705942,-0.0199411065635947
"R42015-496pf_129-IR_L2",0.00362109546331769,0.0152760722997912,0.0110633643191831,0.0224644117150024,-0.00804118385392409,-0.0131183387037561,0.0372277184406467,-0.0138710517661344
"R42016-093pf_13-IR_L1",0.00225767505424933,0.0161772733852822,0.014304565205493,-0.00962223608983726,-0.00575369761864122,-0.00539928491431135,-0.0289280810320205,0.0284127476849533
"R42016-158pf_130-IR_L7",-0.00807498584629796,0.00944415667965336,0.00152433009533017,-0.0215381674158594,-0.0123111882340288,-0.00435959679344399,-0.0540422319042227,-0.0214233534257422
"R42016-159pf_131-IR_L7",-0.0161234297740344,0.00992159468277929,-0.00590867146336453,-0.022139985400794,-0.0148761642014976,-0.019390170636386,-0.0451791022494661,-0.0420995253140897
"R42016-160pf_132-IR_L7",0.00039561200582273,0.0118225847491418,0.00417183850372227,0.00124791674738975,-0.0118904822406864,-0.0046765874017929,-0.0136016125828387,-0.000578381415152643
"R42016-161pf_133-IR_L7",0.00572476069649169,0.0158802785917145,0.0138101227077291,0.00477859544723966,-0.00720820490810598,-0.00320496105436071,-0.000477458777799026,0.0265893306492255
"R42015-537pf_134-IR_L5",-0.0210045872566581,0.000594722099396301,-0.0101100479012646,-0.0231078366923769,-0.0148394368917187,-0.0277269012854123,-0.0533034583492214,-0.0541629115272445
"R42015-538pf_135-IR_L6",-0.164507248455528,-0.0607973114316901,-0.111359788020076,-0.126340405469387,-0.0230987186215408,-0.202451055685939,-0.173596605361302,-0.175331052027091
"R42015-497pf_136-IR_L2",-0.00441883092158876,0.0127258704619579,0.00767117569278203,0.0150438902354828,-0.00430465299215809,-0.0303964238839729,0.0304885845860619,0.0225795212437238
"R42016-162pf_137-IR_L7",0.00145961090933952,0.0119520686522908,0.00588450333296615,-0.00442204946675904,-0.0107785912033813,-0.00593681132373149,-0.0218297166173458,-0.0105818109672243
"R42015-539pf_138-IR_L6",-0.0391421685670922,-0.00367952160434584,-0.0258757073360603,-0.0365491378429272,-0.0175126385095201,-0.0576507195527967,-0.0570165034297761,-0.078054885561534
"R42016-163pf_139-IR_L7",-0.0115117330218785,0.0108174810736412,-0.00143669260407815,-0.0187215848302663,-0.013336599844042,-0.00994941629258844,-0.0479218872069473,-0.0323791508376211
"R42016-164pf_140-IR_L7",-0.00966149253812803,0.0123182299821787,0.00559432943883329,-0.023138359948995,-0.0099292861730305,-0.0144216076649756,-0.0527562538327503,-0.00956439340929517
"R42016-165pf_141-IR_L7",-0.0101984572125546,0.0099258979397079,0.000359599866423525,-0.025041667130218,-0.0136461678422734,-0.0080641911393893,-0.0656420945365639,-0.0288762119897659
"R42016-166pf_142-IR_L7",-0.00823789156250033,0.0143649900347203,0.00338320890293577,-0.0208090514561676,-0.0126209487876279,-0.0120282796253064,-0.0514457670144993,-0.034124703339241
"R42015-540pf_143-IR_L6",-0.0483577418245168,-0.00646336086146698,-0.0265057833584024,-0.0388101149022196,-0.016640311599251,-0.0726775455767593,-0.0564500206685457,-0.0578995592606274
"R42016-167pf_144-IR_L7",0.000750183294868777,0.0141089847189961,0.00861679038296678,-0.0117685927077382,-0.0112007711127331,-0.00727687305401278,-0.0298042027947889,-0.00965810243284618
"R42016-168pf_145-IR_L7",-0.00902458177520994,0.0143100669159332,0.0036482510841487,-0.0100485676116547,-0.0123134668405181,-0.0143132896776854,-0.0298035205657347,-0.0209592622046838
