"","kME4"
"B3GALT6",0.162868984379501
"EDC4",0.162859515793598
"PDK2",0.162561089856684
"HSD17B3",0.162546156142331
"VAC14",0.16254392273686
"PLEKHJ1",0.162533410382543
"ZNF500",0.162461061947559
"PICK1",0.162389085782021
"MRPS2",0.162302735902158
"KIAA2013",0.162082224509349
"ZNF688",0.162081814486677
"PODXL2",0.161999071184499
"CDC42BPG",0.161995074229168
"PCDHGA6",0.161651283978463
"FZD10",0.161607984961637
"CHPF2",0.161525540868381
"TGFB1I1",0.161395795332191
"GHDC",0.161362728268065
"SEMA4A",0.161349387598993
"TMEM141",0.161047509703707
"HLA-E",0.160997062169458
"IFI27",0.160891503212198
"MYL6B",0.160797203232708
"LSMEM2",0.16064641144888
"MPV17L2",0.16059439575331
"PEAR1",0.160497615957714
"CLU",0.160442733198906
"NEIL1",0.160354360759394
"GNAI2",0.160172040665558
"ZFPL1",0.159969888958715
"CYP2D6",0.159920833642064
"CA11",0.159785822376413
"GTF2H4",0.159667787060431
"GDPD5",0.159627077871688
"PCED1A",0.159623990056825
"RGS3",0.159602632788592
"IL17RE",0.159510046958831
"BAIAP2",0.159305219107295
"GAK",0.159242619072556
"EFNA3",0.159228668876953
"EBI3",0.159090988193998
"ZSWIM8",0.159017274614714
"NTN5",0.159015885946558
"ITM2C",0.158983606494032
"DENND1C",0.158954780458746
"QPRT",0.158834988301621
"CD74",0.158805362063659
"RDH13",0.158788865422563
"MOGS",0.158633911327849
"ARTN",0.158571645019536
"ZNF710",0.158565287310073
"PRDX2",0.158549128473343
"TMPRSS5",0.15852125897067
"IRS4",0.158494340421001
"APBA1",0.158481212229498
"B9D2",0.158407126568451
"ENGASE",0.158382755941566
"PLD2",0.158281679339981
"NXF2B",0.158256214430607
"CCDC120",0.158103947504537
"DAAM2",0.15808864429576
"PTPRF",0.158087268599442
"ZNF319",0.158029540344501
"ZNF646",0.157997615344566
"NUMBL",0.157986997707766
"SURF2",0.157925250939844
"ZNF316",0.157825646137099
"LOXL1",0.15779336127117
"GPR132",0.157782727328578
"KEAP1",0.157692500619384
"RBCK1",0.15744108627319
"KCNE4",0.157358899833082
"IL27RA",0.157296493753979
"ABCB9",0.15724213789614
"NUDT16L1",0.156951239666773
"MEN1",0.156948976857912
"HLA-DRB1",0.156941763889889
"HP",0.1569220837035
"ZBTB46",0.156909923574691
"CNTNAP1",0.156861882919244
"QTRT1",0.156853983762432
"KRT7",0.156819122712139
"UNC13A",0.156674574663927
"IL4R",0.156657201782744
"PRMT1",0.156638474706855
"SYMPK",0.156589693946669
"TOP3B",0.156561713257743
"RIMBP3B",0.15648396863233
"CTIF",0.15640916937702
"CLN6",0.156404608673909
"ZNF707",0.156321533197191
"DNAAF3",0.156306986262247
"BTNL9",0.156297303658307
"MDGA1",0.156246941305537
"MYL5",0.156139268906685
"TAS1R1",0.156135542506638
"MAST3",0.15613538194587
"TSPAN11",0.156055821591363
"SMARCA4",0.155791825427666
"ARHGAP27",0.155734584296148
"CCDC12",0.155594019663071
"FCGR1A",0.155400726631894
"LRRC8A",0.155380823791666
"SIVA1",0.155235626303838
"ORAI2",0.155209200059874
"PPT2-EGFL8",0.155199921157985
"ZNF579",0.155150258429504
"NPHP4",0.155143774257305
"CLPTM1",0.155138236682906
"PLXND1",0.155078401516044
"GMEB2",0.155028814314372
"CCR10",0.154998495435727
"TEN1-CDK3",0.154971526443219
"LCAT",0.154828635885458
"POMGNT2",0.154765654840846
"RRP1",0.154731859433012
"ALDH3A1",0.154685137821028
"ALS2CL",0.154592400394763
"CHST14",0.154563405780466
"CSF1",0.154512068709287
"ANO1",0.154499921536111
"DPP9",0.154282095166251
"GSK3A",0.154226944113204
"FUZ",0.15415793257741
"DNM2",0.154107751425338
"RASGEF1A",0.154021546178456
"TUBA8",0.153991832409608
"NYAP2",0.153989735701855
"STXBP2",0.153917908621914
"AKR7A3",0.153874722580198
"GOLGA6C",0.153851348269721
"MYRF",0.153841537447953
"SHROOM1",0.15374883628158
"RPS6KB2",0.153710452721369
"UBXN11",0.153673307852126
"P4HTM",0.15367056346807
"TENM2",0.153663235395667
"MMP28",0.153601736502338
"TBC1D10A",0.153562710259331
"CCDC57",0.153407634549464
"HLA-C",0.153388972304929
"STRC",0.153356778556715
"PTDSS2",0.153259342400311
"TOP1MT",0.15307988697407
"MYH9",0.1530377957482
"PTK7",0.153037606373416
"ACY1",0.152991533307093
"IFITM3",0.152962566532354
"WDR83",0.152906640077012
"CD68",0.152882227342499
"TFAP4",0.152868180081529
"THEMIS2",0.152858287686531
"CISD3",0.152796672233977
"SCN2B",0.152729719996141
"NDUFS6",0.152708417461996
"GRB7",0.152680797053993
"VAMP5",0.152550560484377
"SLC6A8",0.152493015482205
"SLC25A39",0.152340443459066
"TAB1",0.152239637805113
"WDR13",0.152189373439993
"INTS5",0.15211428441225
"APBB1",0.152014269086029
"RXRA",0.15190764976096
"PLA2G15",0.151837458586186
"TBCB",0.15177911125377
"UAP1L1",0.151761540534377
"LHPP",0.15175737822935
"APBA3",0.15173840423551
"EPHB4",0.151652050907752
"CHRNA10",0.151596592088223
"S100A1",0.151554032178441
"LRRK1",0.15141864622476
"MXD4",0.151401882712498
"PLEKHG6",0.15137909062301
"RUNX3",0.151258675305331
"MAFF",0.151225126545824
"NEK8",0.151111213577963
"ADAMTSL1",0.15107683811723
"MVK",0.15081599810529
"WNT5B",0.150810171260068
"PKLR",0.150809084300969
"SULT1A4",0.150758402795642
"SERTAD1",0.15069373375583
"CDC42EP2",0.150655878847154
"HSPB1",0.150550588575377
"TBC1D17",0.150504001264847
"SLC2A4",0.15046656347695
"ADCK2",0.150444702016203
"DHPS",0.150404833492661
"MAN2C1",0.150379068109953
"PDE6B",0.150355347584079
"PLEKHA4",0.150348276581402
"BRMS1",0.150345967525567
"SLC25A45",0.150238472332583
"CERS4",0.150175787681448
"RITA1",0.150106120020704
"KLHL22",0.150050204289913
"CABIN1",0.150039029983392
"IFRD2",0.150033710856545
"RASGRF1",0.149975384674272
"CYP46A1",0.149945492050359
"QPCTL",0.149810059565186
"MAPT",0.149775853370602
"TANGO2",0.14965725307482
"ATG4B",0.149619609901759
"SLC25A42",0.149597566306412
"CCDC28B",0.149580623687758
"CEBPB",0.149463795484944
"PGF",0.149440134080375
"SLC5A5",0.14941551214997
"RPS2",0.149288502513096
"GLOD5",0.149240175507224
"CTBP1",0.149210149136545
"PHC2",0.149044435423723
"TNK1",0.149024871281189
"SLC26A11",0.149023279466261
"NCKIPSD",0.148975935003583
"MALL",0.148864119088377
"TXNDC5",0.148742290038369
"GALE",0.148713039910329
"POLM",0.148650872696071
"CDK16",0.148572728776038
"MEGF8",0.148550001757793
"CACNA2D2",0.14847781181353
"ADAM15",0.148287080362793
"SLC35C1",0.148187105669818
"CDK10",0.148048663472583
"POTEI",0.147936474885009
"FLOT1",0.147917784687864
"NRARP",0.147895821279382
"SCN5A",0.147712208926885
"WDR4",0.147493644015459
"PGAP3",0.147483181577726
"CCDC184",0.147371608268275
"SLC37A1",0.147356723929997
"ARHGAP44",0.147269358173849
"SQSTM1",0.147211973104093
"MAPK3",0.147181653745316
"RHBDL3",0.147154632102345
"DOT1L",0.14715418484596
"TAPBPL",0.147076912712146
"SELENBP1",0.147048281221372
"SLC25A11",0.146884771677656
"PCDHGB7",0.146837039371784
"SLIT3",0.146824527540556
"SIRT2",0.146822532571259
"CNPY3",0.146791714108888
"KLHL21",0.146775165341794
"SEMA6C",0.146632822853289
"STK11IP",0.146629499363124
"CCDC8",0.146558659003369
"SOHLH2",0.146366727414292
"ARMC12",0.146353956340481
"ROPN1B",0.14630393106276
"TMEM102",0.146083021887352
"IRF3",0.146034183645209
"CTNNBIP1",0.145960550123076
"ITGA7",0.145936454925121
"CHRNB2",0.145810077469334
"THOC6",0.145744800456592
"CTU1",0.14574387932205
"CNGA4",0.145718113386218
"MAFA",0.145652624778599
"RGS12",0.14561361493147
"AGT",0.14560942194225
"ZC3H18",0.14558938412265
"CCDC24",0.145537249662489
"PILRA",0.145494572911428
"MXD3",0.145479938080617
"RNF40",0.145455653289826
"SELP",0.14534270376976
"CBX2",0.145248290200164
"KIF17",0.145221836053217
"NT5DC2",0.14501647374008
"NDUFV1",0.144999902292081
"SP2",0.14497830854397
"ATG9A",0.144957655299887
"MYO1C",0.14493642675213
"SH3RF3",0.144924558423395
"TAPBP",0.144867341193513
"PNKP",0.144863500288661
"DVL2",0.144810348003202
"ANKRD9",0.144807080199406
"ATG101",0.14471771712019
"TBC1D2",0.144641599556913
"TCF25",0.14461145798787
"CNKSR1",0.144528153549399
"HDAC7",0.144425381940905
"SMPD1",0.144285317921164
"QSOX1",0.144276452190625
"RPL18",0.144160474937178
"MAMSTR",0.144106304339608
"ZNF575",0.144024187317138
"TRIM11",0.14394274720097
"DTYMK",0.143903004090132
"RNASEH2A",0.143893143269895
"PLXNA3",0.143836305700185
"XRCC1",0.143823683910729
"FHL3",0.143646498529594
"PCDHGB1",0.143618515825841
"COL1A1",0.1436106591254
"ANO7",0.143514537435477
"RNF123",0.143475407406311
"TAF1C",0.143470663099984
"TUBB4B",0.14344930835461
"NATD1",0.143432481264039
"FBXL22",0.143419184000769
"FBXW4",0.143365010036147
"CYP2A7",0.143341178426163
"TRIM8",0.143268160951398
"PITPNM2",0.143199632187352
"SMO",0.143148117569767
"BCR",0.143116073877003
"PROCA1",0.143019908013562
"SCARB1",0.143019645009025
"LAMB3",0.14301104893265
"ZC3H7B",0.142969189649104
"ZBTB7C",0.142717193310872
"HSD17B1",0.142717177417305
"CALB2",0.142667098434773
"PSEN2",0.142664360757801
"SNRPB",0.142497333387036
"TRPM5",0.142397540540049
"STAR",0.142380774480156
"COL5A1",0.142350406358079
"PAGR1",0.142332726353633
"DEXI",0.142145032627334
"HIVEP3",0.141998959671456
"TAF6L",0.141965693220997
"FAM131A",0.141957209748478
"DHX16",0.141934168063401
"VEGFB",0.141808719905931
"NLGN3",0.141765884713525
"EPOR",0.141698456481947
"C5AR2",0.141686041044769
"EPHX3",0.141589009646387
"GTF2F1",0.14148374774909
"MUS81",0.141459040202089
"SH3BGRL3",0.141439471704879
"IP6K3",0.141434850441563
"FRMD8",0.141421884795006
"RRBP1",0.141339144135391
"NPTX1",0.141287271202322
"ENTPD6",0.141187131977232
"CD34",0.14101818857567
"KDM5D",0.141014451045334
"NXN",0.141010312238071
"PPP2R2C",0.140986399407875
"POLD2",0.140980460213158
"IL3RA",0.140964700663678
"TBC1D9B",0.140950434706792
"EMD",0.14091659513129
"AMPD2",0.140902268477354
"ARPC1B",0.140829914684753
"F12",0.140735139597994
"SHBG",0.140688780038648
"SCAP",0.140678676431151
"TMEM200B",0.140592516583777
"MT1E",0.140368646610057
"PIK3CD",0.140351184613814
"CEACAM19",0.140323990519767
"MID1IP1",0.140272100941063
"PINK1",0.140252463471162
"TYRO3",0.140078818054452
"DNAJB2",0.140001671529876
"SENP3-EIF4A1",0.139974014394906
"CLN3",0.139954726852002
"FTL",0.139935146521167
"CDIP1",0.139890744889585
"HSFX2",0.139817934981272
"UBE2M",0.139815424372159
"MARK4",0.139779234173364
"B3GNT8",0.139778179560485
"ECE1",0.139777321251262
"PPP1R3F",0.139698186463337
"NME4",0.139682840576459
"ZNF687",0.139646937848975
"RHBDF1",0.1395483957805
"AP3D1",0.139447177663526
"RASA3",0.139434937685194
"ETV4",0.139428582093819
"SLFNL1",0.139309284115217
"RBP1",0.13929255404862
"MAPK15",0.139226386372119
"NFATC4",0.139174704581252
"LTK",0.139164966200154
"PSMG3",0.139156633493495
"MAGIX",0.139138185278451
"BTBD6",0.139066756253033
"CRTC2",0.138964420251773
"KCNK5",0.138956032880447
"PLEKHG3",0.138896614398138
"WDR62",0.138877026503713
"USP35",0.138767369288914
"GPC2",0.13876407992367
"SPAG4",0.138736092921007
"AARS2",0.13868349459477
"ZBTB22",0.138667847558774
"POLR3H",0.138019073167252
"MICALL1",0.137991347302435
"ADRA2B",0.137974097672341
"SOX13",0.137903263689666
"RPS19",0.137709821221323
"ZFP41",0.137692650995721
"CHID1",0.137683598378691
"PKIG",0.137680712229949
"AQP6",0.13766926395099
"TEX264",0.137581128401482
"RSPH9",0.137572709419832
"RALY",0.137477381944532
"ASGR1",0.137404522801904
"TCF3",0.137364805510378
"POLD4",0.13727943232439
"DDA1",0.137208911272046
"ARHGAP23",0.137126071210712
"FHAD1",0.136903413556769
"PLAUR",0.136801011187227
"CIITA",0.136783481090556
"FBRSL1",0.136714807296778
"TMEM39B",0.136703085360114
"PRMT7",0.136666193957654
"IGHMBP2",0.136593850680769
"TRIM7",0.136376832484721
"RAC2",0.136339067120775
"SLC1A5",0.136320952734801
"LZTS3",0.136287631139077
"ARHGAP1",0.136277462348224
"ITPKC",0.136211670723216
"UBXN1",0.136205876127742
"ZNF385C",0.136197869095188
"GMPPB",0.136056564482463
"TMEM150A",0.135981809236311
"FLII",0.135955978517545
"ZNF341",0.135828267681578
"SPINT2",0.135615775819533
"UNC45A",0.135610920092317
"ATXN7L2",0.135506435668389
"DHX58",0.135478903250338
"B3GNT9",0.135451586364509
"FAM90A1",0.135447732779782
"TMEM191C",0.135418720508393
"PKP3",0.135298284404722
"PGAM5",0.135032439350278
"RAPGEF1",0.134988371843176
"CCDC89",0.134910230689064
"PPP4C",0.134741363115062
"WSCD1",0.134700546665669
"GPANK1",0.134670469247199
"FN3K",0.134658607393627
"RASL12",0.134657957681943
"PCGF2",0.134638545440804
"TTC22",0.134587796256701
"NAA60",0.134554225805879
"ZNF324B",0.134494640514197
"ITGB7",0.134452076478175
"COMMD5",0.134189197762799
"MT1X",0.134046008703627
"ABCC11",0.134032139920714
"MYO9B",0.134014373283667
"MED25",0.133974826609403
"INPP5E",0.13387559028817
"SESN2",0.133726408511599
"RPUSD2",0.133725179998551
"FHOD1",0.133680136709658
"RGL2",0.133603302864951
"CD4",0.133600563344247
"AGER",0.133568169733518
"SLC29A2",0.133521977896536
"TBC1D16",0.13338435994137
"MAP3K3",0.133337832473784
"TRADD",0.133331408622606
"CDC37",0.133327331266225
"CHAD",0.133307719211216
"PAQR4",0.133282231874336
"HLA-DMB",0.133278673674054
"RHOG",0.133260106929245
"DNAJC5",0.133244630210247
"AP1M1",0.133213341707396
"DUSP2",0.133132603131687
"MAN1B1",0.133064911830381
"TROAP",0.13306276990507
"PEX11G",0.133006462923296
"CRELD2",0.132993546308185
"TOLLIP",0.132907156468986
"DHX30",0.132823068649642
"TADA3",0.132763952554206
"INO80E",0.132653449144515
"SOX12",0.132597258601916
"AKNA",0.132567810894671
"VAV1",0.132561854021203
"SNX15",0.132417633912268
"PBX4",0.132362487798593
"HAP1",0.13228538121499
"ATP6V1B1",0.13227126633137
"BAP1",0.132163758929327
"GNAZ",0.132085805744949
"PCDHGA11",0.132067238659556
"SGSM2",0.132046705283348
"GET4",0.131794199318865
"KCNN4",0.131738882678654
"FGFR3",0.131679169173833
"FBXO44",0.131586819265164
"DOC2A",0.131572901417521
"TENM4",0.131393390244983
"MCRS1",0.131267207046497
"SIX2",0.13123144230259
"TBC1D3C",0.131171660961711
"MMP25",0.131164380873392
"PDF",0.131106055925236
"ASB6",0.131104002387544
"USP5",0.131096189358141
"GNPTG",0.131088723652115
"REPIN1",0.131051104106155
"ST3GAL3",0.131031659392468
"ST3GAL2",0.131021398644776
"TMEM158",0.130895889609258
"GRAMD4",0.13082626681977
"KLHL35",0.130737581994284
"PEX6",0.130704491887828
"DLGAP4",0.130666440951005
"CEMIP",0.130617375720208
"KLHL26",0.13055928344957
"RHOC",0.130549600197697
"FAM193B",0.130512316534627
"IFITM2",0.13036724091064
"TCOF1",0.130212703338821
"PTMS",0.130163599600985
"WBP2",0.129960814189703
"SLC6A13",0.129908980544711
"RARG",0.12990870173558
"GPD1",0.129863441242114
"ORAI3",0.12986339428505
"PLAT",0.12981343818609
"CXXC1",0.129737237447436
"IL11RA",0.129506049952387
"RNASE10",0.129411181350953
"MDP1",0.129380412946882
"SRC",0.12929644424741
"TREX2",0.129249716528721
"PRAF2",0.129234374857168
"CUEDC2",0.129220156669853
"CREB3L1",0.129104933512499
"SYCE3",0.129102596200387
"ABCB8",0.129088972452955
"CLCN2",0.129040000720601
"ITIH4",0.129032730349085
"KLF13",0.12900940805147
"SERPING1",0.128980806744927
"ELL",0.128740846344142
"FOLR1",0.128691384423548
"NAGS",0.128678939890058
"C2CD2L",0.128655489687771
"WNT4",0.128635676766182
"PML",0.128628351470486
"ERCC2",0.128541317499486
"PLEKHA6",0.128411775590767
"CD86",0.128340438088678
"TNNT2",0.128249225150862
"MUC3A",0.128226997854312
"MIEF2",0.128217162518995
"ZNF517",0.128104541040687
"PRSS3",0.128057418791856
"ATF6B",0.127974949557639
"C1R",0.12797219143968
"SYNE4",0.12794254536468
"SLC16A13",0.127922005591952
"KIAA0513",0.127909412519345
"SMARCB1",0.12790009655506
"CACNG6",0.1278662996783
"ZNF362",0.127690133019595
"NDRG4",0.127679974125822
"GDF5",0.127625267274198
"LRSAM1",0.127591064808427
"PGP",0.127404772701775
"MISP",0.127383894356417
"FAHD2B",0.127358623023992
"SMIM5",0.127321572832477
"UBL4A",0.127271363241558
"KDM8",0.127234679618318
"TMPRSS3",0.127211198231982
"FER1L6",0.127162367228699
"FBXO31",0.127143165243844
"NPTXR",0.127043297099007
"ISG20",0.126774066269969
"HS3ST3A1",0.126753142720337
"NHLRC4",0.126745893302856
"MPST",0.126742710690122
"DNM1",0.126633357892371
"CHDH",0.126569312431184
"SETD1B",0.126519067443533
"OSBPL7",0.126472199925895
"PMFBP1",0.126409419998668
"CALM3",0.126266368643489
"P2RY2",0.126180004003168
"SLC8B1",0.125932324968709
"KCNE1",0.12591348870262
"MAU2",0.125904918049737
"LYPD1",0.125882066078178
"AKR7A2",0.125873580547609
"PYCR1",0.125864057926827
"ALKBH4",0.125774471569178
"ARF1",0.125631102028894
"TNIP2",0.125626746632613
"RPL3L",0.12558769304147
"ANAPC2",0.125519964770116
"PIK3IP1",0.125396224835278
"NAA10",0.125113923889237
"E2F1",0.125113642376618
"SREBF2",0.125016046186435
"GSTM1",0.124776067338699
"ZNF768",0.124762868522576
"PLEKHO2",0.124732157037897
"CASZ1",0.12472639905679
"CDA",0.124682844268599
"PCDHAC1",0.124418650025821
"KIFC1",0.124249305342336
"PEX10",0.124235017263154
"HLA-DPB1",0.124112710093221
"KAZALD1",0.124064400897594
"LRFN3",0.123956090380765
"ATP6V1F",0.123917745033936
"BRPF1",0.123775250771228
"PRR14",0.123626528976862
"HCN4",0.123578509698517
"PCDH12",0.123552853397355
"SGSM1",0.123508042631824
"CFD",0.123479889951433
"KDM4B",0.123460646459371
"MYO7A",0.123416889945643
"EHBP1L1",0.123360702688408
"STAT5A",0.123247220173805
"MROH7-TTC4",0.123185984804685
"EXOC7",0.123086598128486
"TP73",0.1230718620871
"BCL7C",0.122896972771734
"PCDHGB2",0.122884597925839
"UPK3B",0.122826758244364
"PBXIP1",0.122818944606879
"RNF44",0.122656753899325
"LDLR",0.122574208208226
"PLA1A",0.12254198053091
"ABL1",0.122541305884268
"CDK9",0.122512082007927
"MIDN",0.122473959495256
"DOK4",0.12235123341095
"CEBPA",0.122345533647631
"CBX7",0.122302260965748
"TPCN1",0.122226353466542
"REEP4",0.122188193248062
"NUMA1",0.122139422405516
"ARRDC2",0.121654466667001
"SIRPB2",0.12163662977548
"GLI2",0.121606848434146
"S100P",0.121594601943912
"TBC1D22A",0.12157302510029
"RND1",0.12156921337622
"FSTL3",0.121478073878574
"MVB12B",0.121347719158572
"SNED1",0.121331400356827
"STK10",0.121284780907658
"TUBGCP2",0.12117929845358
"ISM1",0.121132627029883
"NAPA",0.120955675158465
"PLSCR2",0.120932247057623
"ETNK2",0.120882478044794
"GADD45B",0.120873095075384
"ATP6V0D1",0.120760727925996
"CCDC167",0.120727435559055
"AHRR",0.120659264206879
"OGDH",0.120594185055327
"GAL3ST4",0.120477561098668
"GPKOW",0.120443911219011
"CLSTN3",0.120415576660088
"ADAMTSL4",0.120395687058176
"HLA-G",0.120332428358584
"ZNF771",0.120265386847013
"ALG12",0.120196483756979
"IFT140",0.120149715511867
"ANKS3",0.120114167648598
"AKT2",0.120098762045024
"HABP2",0.120098469865766
"PPP2R1A",0.120082609320626
"NEU1",0.120054860490089
"PCP4L1",0.120047903802101
"ANGPTL6",0.119941280272863
"TAGLN",0.119844535054818
"CARNS1",0.119808518136545
"MAZ",0.119802420014433
"GDF7",0.119746119076214
"CPT1B",0.119704924910413
"KREMEN1",0.11955803621608
"KRT19",0.119550935493159
"APOC1",0.119550921582201
"MINK1",0.119523997544756
"EMC10",0.119308956296282
"GPR108",0.119290170614089
"ULK3",0.119286467386331
"RANBP3",0.119250950017699
"SOCS3",0.119102604379213
"PSMB9",0.11903484318836
"CDIPT",0.119027515781306
"ERCC1",0.119001894921489
"FOXD1",0.118942747249373
"SIN3B",0.118892283973012
"SLAMF8",0.118890239259737
"APOL1",0.118755377014332
"TREM2",0.11867546334603
"FNDC4",0.118666491440269
"PCDHGA9",0.118586574559254
"GTPBP1",0.118499697076891
"ARL8A",0.118497047033413
"FAM156B",0.118376167725305
"LY6G6C",0.118326042748173
"ROM1",0.118286222278795
"GOLGA8H",0.118171514166039
"RAD9A",0.118168915265455
"ETHE1",0.118146466035165
"SH3BP5L",0.11813123497961
"BAX",0.118096602825301
"SNRPA",0.11802759429764
"SLX1A",0.117967132900993
"IFI30",0.117941565930204
"NDUFA2",0.117853480843028
"PSPN",0.11779676558407
"BAHD1",0.117778431688011
"E2F4",0.117773128984607
"SIRT7",0.117512768633385
"RUSC1",0.11750284469828
"ATP8B3",0.117472323929252
"TMEM208",0.117440374542052
"A2ML1",0.117435553407805
"NLGN2",0.117423358945152
"ANPEP",0.117421928571439
"COMMD4",0.117407467781313
"JUN",0.117405519553233
"MAP1A",0.117292490998463
"TMSB10",0.117273927107923
"KNCN",0.117172118379222
"CIZ1",0.11706599058003
"SLC45A4",0.116973959276307
"TIMP1",0.116965188685593
"DUOXA1",0.116627374402626
"CNNM3",0.116281792520875
"SERHL2",0.11621616784438
"PORCN",0.116196095170063
"ZCCHC24",0.115985755850716
"RPP21",0.115882474087704
"TTC7A",0.115780311572204
"POP7",0.115641851755192
"RPS6KL1",0.115627491021921
"SLC7A5",0.115589621562805
"JDP2",0.115437144951548
"NR4A3",0.115403896285114
"RPL13A",0.11534122483287
"TBRG4",0.115338581774854
"BRINP1",0.11525708707296
"PHLDB1",0.115251443575985
"RPS21",0.115231154063942
"MAN2B2",0.115223678586208
"LRPAP1",0.115210032572808
"EHD3",0.115112701884258
"ZNF444",0.114946689442772
"RPS6KA2",0.114940677702315
"TLE3",0.11492103131767
"LRRC4",0.114853701817593
"THRA",0.114806705639323
"TNFRSF25",0.114747249716515
"PEPD",0.114688442617099
"SCIN",0.114660254583841
"TOM1L2",0.114599515502769
"ECHDC3",0.11448821677671
"GALNS",0.114410433104788
"LEMD1",0.114398546026069
"TEAD2",0.114390577092094
"LTC4S",0.114375534519826
"NDST2",0.114349105978586
"ZNF48",0.114328476804704
"TCF7L1",0.114327127597379
"ZMYND19",0.114318864686137
"LSM10",0.114316828709994
"ADPRHL1",0.114074346680236
"GTF2IRD1",0.114056332548446
"ZNF276",0.114033335483673
"HPS1",0.113912363968978
"SLC27A3",0.113892005669555
"LENG8",0.113835359005405
"SLC23A3",0.113826866261621
"SLC7A8",0.113814282717816
"STAP2",0.113809021460199
"OCA2",0.113775022083293
"CACNG8",0.113598946587656
"CENPM",0.113590248147607
"GIGYF1",0.113486462997632
"LIN37",0.113418788454348
"DCTN1",0.113355716951077
"SDC3",0.113322462774027
"PCK2",0.113292762578337
"FAM53B",0.113163837203453
"MIA",0.113078849355986
"RAB17",0.113027024637095
"GCDH",0.112941805963067
"FBXL14",0.112926611573919
"LPCAT4",0.112908055328462
"NISCH",0.112847932329215
"ADH4",0.112847451028236
"SLC35D3",0.112783017951554
"GAPDH",0.112757933044553
"VAT1",0.112694517911411
"S100A16",0.112678066240762
"GUCA1B",0.112600421314846
"AAMP",0.112571166709571
"ATXN2L",0.112521327894495
"HDHD3",0.11249521147619
"ADCY9",0.112421618236524
"PAMR1",0.112355496995736
"NFIC",0.112348608212136
"PTPRH",0.112334814336659
"NINJ2",0.112286050545332
"TLN1",0.112245624136708
"NHP2",0.112224071626289
"GFPT2",0.112168214762817
"MAP2K3",0.112152988376995
"TUBG1",0.112097342094064
"TMEM125",0.111914391762571
"KLC4",0.111863987833629
"MASP1",0.111846558712758
"LPAR5",0.111762210514269
"HIC2",0.111641229458184
"GAB2",0.111608472634168
"INCA1",0.111577572399141
"KPTN",0.111573636900058
"SCAMP3",0.111460946323649
"DENND2A",0.111389073106192
"ARID3A",0.111311587518509
"ARHGAP22",0.110820614750812
"FOS",0.110575448067246
"MRPS26",0.110482965031512
"MYO1D",0.110452475956532
"SKAP1",0.110423494049338
"RRP12",0.110147476333086
"SH2D3A",0.110090514330183
"NELFE",0.110031136394784
"SALL4",0.110001131233312
"PES1",0.109966379669109
"TRPT1",0.109913542840475
"SUV39H1",0.109756808905429
"GPR173",0.109747696146
"NR2C2AP",0.1096242831579
"CLIP3",0.109619095128065
"ZNF142",0.109575637691318
"RPAP1",0.109574064021124
"BIN3",0.109571240426092
"TNFAIP8L1",0.109502380125838
"RPL13",0.109460819129782
"WRAP73",0.109457353158548
"CCDC40",0.109420687126976
"CYP1A1",0.109419111688901
"LYPD3",0.109399498247122
"ANKRD35",0.109392553488351
"CPSF4",0.109330794020931
"DMRT2",0.109247458993009
"MED24",0.109214414998282
"AP1G2",0.109191961264898
"SNX21",0.10912731817171
"MYADM",0.109103474938122
"CCND3",0.109006823214774
"ZFP36",0.109000109707607
"ZFYVE19",0.108984394283168
"STK40",0.108921673757235
"CCS",0.10876778010048
"SLC13A5",0.108652473681268
"EML2",0.108629189549051
"PI16",0.108616778048143
"BCKDK",0.108471819985417
"TRIM62",0.10847126512503
"BCORL1",0.10839217053919
"ZP3",0.108342626699378
"MCAM",0.108336652183904
"PRSS36",0.108251602548288
"KIAA1614",0.108222016823631
"STARD3",0.108205547782689
"EPHA2",0.108203747191013
"XKR8",0.108198738380309
"ANKRD39",0.108067304168886
"NPIPA5",0.108034963120511
"DOCK8",0.10800305926687
"TNNT1",0.107910507542166
"PLIN1",0.107906797021588
"QRICH2",0.107901331909494
"ERG",0.107880241142594
"NDUFAF3",0.107865475208694
"PARP3",0.107849955109861
"INSL3",0.107764870613895
"MCAT",0.107651158873976
"FCN3",0.1076190990087
"NYNRIN",0.10751476967662
"EVL",0.107514416320023
"YBX2",0.107491478657934
"ZNF581",0.107320119252662
"WDR46",0.107313437621131
"PKD2L1",0.107141113574107
"SCN4B",0.107052128418149
"MICAL1",0.107024392303956
"GMIP",0.107023426420663
"FAM53A",0.10691038525289
"HSD17B8",0.10683903702982
"ID1",0.106830886883322
"KCTD5",0.106829772341781
"DPP3",0.106782315242992
"SOWAHB",0.106645091360567
"MMP9",0.106592887630581
"PPP1R1B",0.106554744296409
"FOSB",0.106465778774771
"SWSAP1",0.106415610725598
"MAN1C1",0.106407989779377
"RPS6KA1",0.106371697610717
"CATIP",0.1063658982777
"TUFM",0.10625751901632
"NUP62",0.10615853851814
"PPP1R15A",0.105951258951251
"HVCN1",0.105932376368001
"ENO3",0.10590143947067
"RCE1",0.105873536367967
"TCN2",0.105863885293149
"KAT2A",0.105860327803633
"TMEM91",0.105821174562724
"TMCO4",0.105718925261197
"NRSN2",0.105706422086599
"PXDN",0.105700535965685
"LPIN3",0.105687011759018
"FBLIM1",0.105630464486728
"IGFBP4",0.105559065683962
"VPS16",0.105552304070098
"ZNF696",0.105426743518163
"PELP1",0.105341619934296
