"","kME4"
"NSFL1C",-0.027943526911709
"LYPD6B",-0.0279700711140167
"NIT1",-0.0280235475361445
"DUSP3",-0.0280334743703697
"RNASET2",-0.0281049856322043
"PLEKHB1",-0.0281145507797896
"RPSA",-0.028188303010015
"EBNA1BP2",-0.0282543656010945
"CCNO",-0.0282726180381602
"CDHR1",-0.0283475935345674
"AKR7L",-0.0283529522592851
"SNF8",-0.0283607309951503
"DRICH1",-0.0284099423731835
"WDR38",-0.0284258109699883
"TACO1",-0.0285066859173707
"SCN11A",-0.0285439583280364
"ZZEF1",-0.0285722097088712
"UBE2I",-0.028619286309731
"PSMG4",-0.0286571773833719
"CNKSR3",-0.0286989671452422
"TSPAN7",-0.0287761117163075
"OAS2",-0.0287961874799649
"RNF207",-0.0288100401169752
"DDB2",-0.0288646731808607
"DCHS2",-0.0288908780585201
"TRERF1",-0.0289628230543428
"METTL13",-0.0289770839645634
"CSTA",-0.0289817821312238
"PSMF1",-0.0290325411760075
"CACNA1D",-0.0290783289687221
"ATG7",-0.0290810898238149
"PRPF8",-0.029100979612438
"LRRC27",-0.029174138117154
"TMEM139",-0.0291845743429975
"CARD6",-0.0292510896693549
"DUSP18",-0.0292843979864599
"NT5C3B",-0.029343400847159
"XPO6",-0.0293689244027579
"RNF183",-0.0293863166523732
"NHSL1",-0.0293921365047512
"SHC3",-0.0294009934908296
"SLC13A3",-0.0294771739712948
"KLHDC7B",-0.02953391535953
"THOC5",-0.0295602602388083
"PIP4K2B",-0.0296082660920076
"JMJD6",-0.0296220045609457
"TRPV3",-0.0296432388996346
"RNF175",-0.0296742865434825
"XKR6",-0.02968900338344
"PLA2G4C",-0.0297151036497488
"ASB1",-0.0297915138169808
"NUAK1",-0.0298559924067576
"PCSK7",-0.0298832355256601
"SNRNP200",-0.0298864923944095
"EPAS1",-0.0299855617109108
"PLP2",-0.0300120318039202
"PLCL1",-0.0300326606696295
"IPCEF1",-0.0300450680453142
"ADD1",-0.0300915827246119
"OSBPL2",-0.0301314606030283
"IL1B",-0.0301527986179123
"CXCR2",-0.0302422160337377
"KDM2A",-0.0302591125932586
"G0S2",-0.0302854722865373
"CST6",-0.0302950796637068
"MPDU1",-0.0303296611365395
"CABLES1",-0.0303303968580346
"TMEM106A",-0.0303702254182124
"ANKRD45",-0.0303891737502212
"DLC1",-0.0304248470269792
"POLR3E",-0.0304402030397972
"RPL26L1",-0.0304720095325414
"EZR",-0.0304921117446165
"COQ9",-0.0304989764377474
"ANKRD33B",-0.0305748602555491
"IP6K2",-0.0305957335581648
"RUNX2",-0.0306141992883943
"LRRC23",-0.0306206058573846
"STARD9",-0.0306605240971662
"TSSK3",-0.0308349730849761
"TNFAIP8L3",-0.0308644210187154
"ST8SIA6",-0.030880992818196
"PON3",-0.0309830347989611
"DNAH10",-0.0310184565134723
"UVSSA",-0.0310385505085636
"BCOR",-0.0310950451099737
"NDUFV3",-0.0311410584486546
"GMDS",-0.031220002459158
"RBM4",-0.0312650284689881
"MTA2",-0.0312903664710411
"WDR83OS",-0.0312985867464868
"RPL10A",-0.0313830233226338
"NEDD9",-0.0313876819962735
"DKK3",-0.0314727205336104
"RCCD1",-0.0314785705060061
"RASSF10",-0.031484821651647
"ELF3",-0.0315033000070747
"ZNF689",-0.0315252336209119
"FTSJ3",-0.0315476628534033
"HNRNPL",-0.0315615041189442
"DCTN2",-0.0317787256913861
"ANXA9",-0.0318415895684849
"FAM222B",-0.0318442443417016
"NFE2",-0.0319036760591687
"AEBP1",-0.0320307640571049
"RYR3",-0.0320612547400616
"KRTAP5-1",-0.0320719106177514
"RPL39L",-0.0320950650248386
"BMP5",-0.0321231620634856
"DTD1",-0.0321245385403629
"KIF2C",-0.0321410650368625
"RNF19B",-0.0323193475212791
"IQCC",-0.0323416083715871
"ANKRD18B",-0.0324787656383333
"CENPP",-0.0325901307703809
"RGS2",-0.032599942581071
"GLUD2",-0.0326065398541529
"KLHL6",-0.0326707858615264
"CDK4",-0.0327019088269265
"POFUT1",-0.0327150765332012
"MSH5",-0.0327414624646643
"ZFAT",-0.0328448018477745
"SUSD5",-0.0328757791182077
"COG4",-0.0328903952523289
"AKAP14",-0.0329374802686225
"ANKH",-0.0330005451958518
"RNF130",-0.0330222182169906
"STAT3",-0.0330723083446589
"CAMK2G",-0.0330865020864493
"GIPR",-0.0330935897934989
"FEN1",-0.0331002823747065
"HEBP1",-0.0331263487536581
"RPS7",-0.0331632348843461
"VPS53",-0.0333042113923982
"PDIA5",-0.0333216819390121
"FREM2",-0.0334181937325752
"FAT1",-0.0334675911791081
"NPIPB3",-0.0335167994907845
"TRIM56",-0.0335244516886382
"ERP29",-0.0335255129802347
"SIMC1",-0.0335930776401183
"COL5A2",-0.0335987874817367
"ARSD",-0.0337318959244569
"PACSIN2",-0.0337488746591894
"POU5F1B",-0.0337554467617956
"PSMD9",-0.0338444770173369
"NUDT2",-0.033857378334443
"CYTH1",-0.033865426957231
"CORT",-0.0338873064123898
"TRPC4AP",-0.0339091377879793
"TFIP11",-0.0339097937722778
"RHOF",-0.0339122337000085
"CPVL",-0.0339213350660708
"GNL3L",-0.0339259304753033
"CASP10",-0.033944717105144
"ROPN1L",-0.0339541343667362
"UCP3",-0.0339650786741802
"RGS9",-0.0339733863248175
"OSCP1",-0.033995649761845
"GPRC5B",-0.0340028716129386
"ANXA2",-0.0340608481719464
"GINS2",-0.0341724058145777
"GLT8D2",-0.0342022758540808
"SLC26A5",-0.0342907740616693
"GLUL",-0.0343244621848951
"UST",-0.0346740117324907
"PCDH19",-0.0346857730541899
"TPD52L1",-0.0347340680874139
"FZD7",-0.0347703012371586
"RIMKLA",-0.0347873555367967
"ZNF609",-0.0348785997155863
"SEMA4F",-0.0349469141412505
"ZNF503",-0.0349519288973173
"SP110",-0.034975107644318
"RELL1",-0.0349763508872954
"CRCP",-0.034986343342388
"DUSP10",-0.0350000636127019
"RGS4",-0.0350472597763909
"PEX5",-0.035153596338968
"SGPP2",-0.0353171357439305
"RERG",-0.0353364854934722
"IRF1",-0.0353391874804416
"SIK1",-0.0353458655573523
"MED19",-0.0353523800518226
"OSMR",-0.0353805693611156
"CCDC170",-0.0354007108288041
"EP300",-0.0355287975175847
"BAZ2A",-0.0356490445110881
"ZSCAN25",-0.0356556964638254
"FTH1",-0.0357872182320971
"CDH1",-0.0358081378825215
"PLAC8",-0.0359148429035171
"ISY1",-0.0359747144106075
"ZSCAN22",-0.0360602725539723
"CALCOCO1",-0.0362179258646646
"MPV17",-0.0362284759108552
"GDPGP1",-0.0362426488099493
"TRAPPC10",-0.0362583488112058
"LAMA4",-0.0363140795956996
"ZNF345",-0.0363765363987806
"PTGFRN",-0.0363950848391526
"SIAE",-0.0364103659190362
"ZCWPW1",-0.036573416962746
"CCNL2",-0.0366744605251917
"PTPN3",-0.0367653200645709
"CCDC127",-0.0367840328456656
"ICA1",-0.0369666375920049
"MPRIP",-0.0370327801994288
"GDF1",-0.0370852053853147
"RER1",-0.037164527473044
"CKS1B",-0.0371670893381535
"HIP1",-0.0372291488509084
"TMEM179B",-0.0373147746762906
"SNRPC",-0.0373407322799679
"KLHL32",-0.0373699000415594
"BUD31",-0.0373726127871644
"CAPZB",-0.0374010280805998
"PADI2",-0.03769164837618
"NR4A2",-0.0377533746702641
"PDLIM1",-0.037880606238792
"EDEM2",-0.0379147349778809
"TPRG1",-0.037932973367747
"NIPSNAP1",-0.0379599458205623
"RAD51D",-0.0379758401110332
"SEC14L4",-0.0380290033412271
"ZSCAN21",-0.0380747722531619
"CD83",-0.0382316877423418
"OAS1",-0.0383062242926257
"ELOVL1",-0.0383139143512351
"PABPC1L",-0.0383576813836612
"L3MBTL1",-0.0383590386482652
"HAX1",-0.0384261131637609
"ATP13A4",-0.0384880376000735
"WWC3",-0.0385118789416249
"LIMK2",-0.0385236963547556
"SLIT2",-0.0385301829984024
"TUSC1",-0.0385512158554215
"TRIM14",-0.0386244506784467
"BTN3A2",-0.0386892234883364
"KCNRG",-0.0387261628358263
"SLC5A8",-0.0387334471664896
"OTX1",-0.038856328181301
"EARS2",-0.0389178699518435
"ERBB4",-0.0389571812762806
"FOXM1",-0.0390047664177947
"PCBP1",-0.0390195911204514
"EVI2B",-0.0390690968964041
"CCR7",-0.0390909428385737
"HRK",-0.0391479611878829
"SLC9A2",-0.0391874438141321
"GPR83",-0.0392044854585498
"TANC2",-0.0392062611901081
"CA9",-0.0392069964416026
"PNPO",-0.0392235428767838
"CCDC80",-0.0393178599408243
"WDR87",-0.0393553070090532
"VAMP2",-0.03938593960426
"EFTUD2",-0.0393965542874894
"PIEZO2",-0.0394410934579599
"SLC47A1",-0.0394576559562729
"NUP214",-0.0395938791094597
"SRGAP3",-0.0396165800467666
"INTS3",-0.0396545309381723
"SYTL4",-0.0396676726880147
"CFTR",-0.039725503128031
"RBM44",-0.0397452027376681
"EVA1A",-0.0397765842845274
"EHF",-0.0398076550670073
"ARHGAP17",-0.0398301099623324
"TMEM203",-0.0398362761762761
"GLB1",-0.0400329290933734
"ROBO1",-0.0400491640393427
"TCF20",-0.0400774483092169
"MRPL40",-0.0400810058514084
"MACC1",-0.0401687245048939
"HK1",-0.0402158254455773
"NCKAP5",-0.0402911702300585
"ARHGAP35",-0.0404954971268099
"TBC1D2B",-0.0405029897433459
"COL14A1",-0.0406152819504939
"MOCOS",-0.040642392212773
"SFXN3",-0.0407031342425506
"NGRN",-0.040763989997113
"CTDSP2",-0.0407742767901386
"GOLM1",-0.040842138694414
"ANKRD37",-0.0409204677849553
"CNTN4",-0.0409332862467895
"CCL28",-0.0409419954752041
"DEFB1",-0.0409549800702806
"ERAP2",-0.0409633796219717
"GARNL3",-0.0409976518781376
"CLDN23",-0.0409981073304853
"DNAJB1",-0.0411255872491782
"AREG",-0.0412588604722065
"ZNF622",-0.0412763742967508
"THSD4",-0.0412803467156873
"RTP4",-0.0412873994725428
"NCR3LG1",-0.0413169108142915
"UBE2C",-0.0414192408947417
"RPL4",-0.0414229547971243
"GOT1",-0.0414660854472744
"MEX3B",-0.041568488861409
"DDO",-0.0415939576210404
"NMNAT2",-0.0415971024660499
"PABPN1",-0.0416822219885996
"TNFRSF11A",-0.041696750937191
"S1PR3",-0.0418070127211541
"NDP",-0.0418595128740322
"UBAP2L",-0.0419153699176806
"SFSWAP",-0.0419228785710953
"KDM2B",-0.0419272900207131
"SIRT4",-0.0419298911083603
"RBM14-RBM4",-0.0419530171052027
"PTCH1",-0.0419573161049644
"MRPL52",-0.0419638384933963
"MLX",-0.0419640093495792
"ALDH1B1",-0.0419976530876939
"MYD88",-0.0420600437052745
"ASB9",-0.0420972060059427
"TOMM7",-0.0421033134717002
"SULT1C2",-0.0422252830049688
"MXRA7",-0.0423252584056686
"SLC20A2",-0.0423337030522085
"PRH1-PRR4",-0.0423609520104901
"SMURF1",-0.0424024778115389
"NRF1",-0.0424136678726906
"GRIN3A",-0.0424206197574656
"CA5B",-0.0424221632297318
"SYNE3",-0.0424519209555772
"PSME2",-0.0424843070428153
"ARMC9",-0.0424858744225744
"PFKM",-0.0425735790258564
"EFCAB10",-0.0425996668537038
"CDK5RAP3",-0.0426113391269146
"FRMD4A",-0.0426612959525882
"OR13A1",-0.0426868532502705
"ZNF16",-0.0427562670310178
"SYCE2",-0.0427673156848288
"EDN1",-0.0428043046820638
"GLA",-0.0429271706478399
"RSAD1",-0.042955318946627
"SH3RF1",-0.0429750627074611
"HMCES",-0.0431250309357346
"PTPRE",-0.0432662948992492
"ACSBG1",-0.0433064206795046
"RHBDL2",-0.0433394854540249
"ZNF556",-0.043355597692152
"PRSS12",-0.0433586928361703
"FDPS",-0.0433856674734813
"CA2",-0.043447140346687
"SLC2A11",-0.043475484802753
"SERGEF",-0.0435055983548803
"UBAP2",-0.0435648446061587
"LRRC37A3",-0.04362981856465
"SATB2",-0.0437743280991527
"GABRE",-0.0438555607667089
"CHMP4A",-0.0438675175039468
"SAFB",-0.0438728150645214
"SPON1",-0.0439687980231091
"RHOV",-0.0439850805805505
"CRTAP",-0.0440450553683651
"AFF3",-0.0440881453565651
"ALDH1L2",-0.0441227223320454
"GINS4",-0.0441237219550228
"TMSB15B",-0.0441309499616157
"NDUFB2",-0.0441384334879072
"PMM2",-0.0441740783589276
"PJA1",-0.0442410868779829
"AXDND1",-0.0442484399856877
"LYSMD4",-0.0442486010271347
"YTHDF1",-0.0442488110315803
"CAPN14",-0.0442707557155623
"CPPED1",-0.0443342938322188
"RASSF6",-0.0444367961695769
"MRPL37",-0.0444918819130868
"SEC61A1",-0.0444999121041333
"PHKA2",-0.0445510626929888
"ARHGEF10",-0.0445641090055471
"DHRS12",-0.0445655871565882
"SERPINE1",-0.0446151286568276
"COL28A1",-0.0446285207561821
"LIPT2",-0.0446543842198836
"MYH6",-0.044683341716541
"CDC45",-0.0446947164211648
"PI3",-0.0447040288232509
"CNPY2",-0.044720846983946
"KLHL18",-0.0447841494305573
"IGFBP3",-0.0448399811351838
"OR51E1",-0.0448440604461796
"CLK2",-0.044876220099956
"IL6R",-0.0449422878316816
"INTS9",-0.0449488908685751
"EFHB",-0.0449618336740437
"PPP1R11",-0.044971349198501
"NOP14",-0.0451044674278694
"ZSCAN2",-0.0451490723901991
"IL2RB",-0.0452075094599848
"ZNF331",-0.0452115030070798
"GP1BA",-0.0452230485900369
"PTPRM",-0.0452343733585022
"OSBPL10",-0.0452378726832325
"AUTS2",-0.0452451856678471
"XPC",-0.0452484768779688
"SNX9",-0.0452536734813489
"ABI3BP",-0.0452927735425646
"TSR2",-0.0453358154976035
"PFDN1",-0.0453962006291501
"ARHGEF6",-0.0454226516508958
"ST6GALNAC2",-0.045459747396939
"RNASEH1",-0.0455135537961343
"TP53TG5",-0.0455242600341588
"HHAT",-0.0455308876220947
"CHCHD2",-0.0455445337676196
"BNIPL",-0.0455752083907421
"VNN1",-0.0455935158739289
"PDCD2L",-0.0456263994450928
"SLC12A8",-0.0456419231368465
"C1S",-0.0456858285284447
"OMG",-0.0457153898958379
"PNPLA3",-0.0457425164752721
"KCNK1",-0.0457519646497353
"TEP1",-0.0458239725793869
"MRPL57",-0.0458510357089724
"FAM72A",-0.0458824189468248
"VCP",-0.0459348102036825
"PSMB2",-0.04594359641853
"TNFRSF10B",-0.0460659662029767
"ZNF346",-0.0460864849560209
"PIP5K1B",-0.0461073396585165
"YBEY",-0.0462175153004075
"ERICH6B",-0.0462379468219625
"MUC13",-0.0462808984739188
"ZC3HAV1L",-0.0463038989556693
"SGK2",-0.0463212382653279
"FHDC1",-0.0463602361574869
"LRP1B",-0.0464107981330066
"SYBU",-0.0464496554067661
"LPIN2",-0.0465702849865197
"USP18",-0.0466198582837861
"CBFA2T2",-0.0466343147632077
"WDR88",-0.0466832361177529
"ADORA2B",-0.046733308053613
"CHEK2",-0.0467348456044472
"PDPK1",-0.046752254372186
"MAVS",-0.0467791989693912
"NAT10",-0.0467797929347362
"SLC1A4",-0.0468042448267556
"KIAA1191",-0.0468225072901483
"FAT4",-0.0469057681214407
"PRKCH",-0.0469291094807158
"TAF8",-0.0469457784509873
"CCT3",-0.0469653139276379
"SUPT6H",-0.0470140337607458
"AGAP4",-0.0470186110690028
"RUVBL1",-0.0470412968884162
"RUNDC1",-0.047067458922212
"ATP7B",-0.0470991164723539
"CKMT1B",-0.0471334528409765
"STAT5B",-0.0471683958073091
"STPG1",-0.0472048330542265
"TRIM34",-0.0472572939848229
"SLC7A7",-0.0472713641346309
"ATG13",-0.0472730887977343
"DOCK1",-0.0473096806895441
"AHNAK",-0.0473199327857836
"PFN4",-0.0473327838542373
"OTUB2",-0.0473399971226447
"LTBP1",-0.0473810561371252
"XAF1",-0.0474371132159843
"ITGA9",-0.0475115702073111
"CMBL",-0.0475505246908621
"RRS1",-0.0476199776554516
"MSRB2",-0.0476237182552078
"RALGAPA2",-0.0476472936949786
"PDCD6",-0.0476824976025945
"ZBTB49",-0.0476996043902853
"GRK7",-0.0477172484396929
"ZNF394",-0.0477206906546094
"CYP26A1",-0.047803047643606
"ZSWIM5",-0.0478346992800744
"ABCA13",-0.0478727806012618
"EPHX2",-0.0478814526956182
"WDR59",-0.0482295391294519
"INO80C",-0.0482402793031229
"AOX1",-0.0482767966360257
"VPS33B",-0.0482863640149275
"KLRK1",-0.0483650674749797
"PCYT1B",-0.0484379216286817
"MAX",-0.0484472081026487
"TSPAN1",-0.0485425277416542
"MMS19",-0.0485632977286593
"RGS10",-0.0486019119634242
"PTTG1IP",-0.0486220550892984
"PFDN2",-0.0486244762539364
"BLVRA",-0.0486603391467786
"ISG20L2",-0.048766017430093
"PFDN5",-0.0488184000330975
"MYOT",-0.0488666260923011
"ZRSR2",-0.0488725357259853
"LCN2",-0.0488744465318312
"NPC1",-0.0489092517509906
"CYB561D1",-0.0489739032103227
"PIWIL2",-0.0489838829170705
"FOXQ1",-0.0490238386144582
"TXLNA",-0.0490363299790741
"HOXB2",-0.0490610816519929
"ATP1A1",-0.0490850056026473
"ALAD",-0.0491433343663404
"MSTO1",-0.0491753070041577
"CTNNBL1",-0.0492179502490201
"MBD1",-0.0492261472955465
"TULP3",-0.0492466397479861
"CD24",-0.0492490865744817
"TMSB4X",-0.0493139339702061
"EFNB2",-0.0493760899772914
"ZMYND8",-0.0493895209746152
"CEP104",-0.0494660552011116
"PLAGL1",-0.0494805525055019
"SOWAHA",-0.0494944143414588
"TESK2",-0.0495091103494247
"ATRIP",-0.0495443262851444
"FOSL1",-0.0495523492648233
"DFFA",-0.0496048122074728
"SMAD3",-0.0496156287928843
"SH2B3",-0.0496330821753402
"PCYOX1L",-0.0497017011737887
"TACSTD2",-0.0497279707858936
"KIAA1217",-0.0497315204696532
"TNRC6C",-0.0498042967175809
"AKAP8",-0.0498990074857852
"FAM156A",-0.0499110832784422
"DUSP4",-0.0499288257658905
"EPSTI1",-0.049945839528747
"RHPN2",-0.0499596789061262
"XKRX",-0.049983221694261
"CDYL",-0.0500033834259772
"SRD5A2",-0.0500194748538286
"FOXC1",-0.0500196392954468
"RPL11",-0.0502203867198809
"EPCAM",-0.0503092565750798
"EFEMP1",-0.0503721398842249
"TTI2",-0.0503917077474836
"ZNF384",-0.0504307642491831
"CXCL3",-0.0504714000880413
"TRIB2",-0.0504859178982058
"SLC22A4",-0.050494345398375
"SDR42E1",-0.0505016439089553
"SRPX2",-0.0505139700521644
"RPN1",-0.0505343953433265
"PRUNE2",-0.0505424229453366
"PRSS22",-0.0505572854302839
"UBE2L3",-0.0507004960911917
"LIMS3",-0.0507061603103363
"ENDOV",-0.0507515740291587
"HEXA",-0.0507599832043222
"MRPL27",-0.0507836086373762
"TBC1D1",-0.0508472136131772
"SMAGP",-0.0509208559737492
"CLEC7A",-0.0509408640862874
"CHMP4B",-0.0509616942146131
"ATF4",-0.0510569013027632
"COMMD9",-0.0510788344616255
"BRD3",-0.0511057920122406
"P4HA3",-0.0511888518438923
"ZBED4",-0.0512947298178228
"TMEM86A",-0.0513111108889733
"DNAH5",-0.05134346144399
"KDM4D",-0.0514739642006231
"CEP85",-0.0514890306497828
"BCL2L13",-0.0515799501444642
"IGF2R",-0.0515949681013349
"TK1",-0.0516818122340978
"TMCC3",-0.0516986998615374
"PARK7",-0.0517694796796274
"SLC38A4",-0.0517736221085339
"VSNL1",-0.0517812460042939
"AGAP9",-0.0517817217381334
"ZCCHC3",-0.0518095997468594
"ALAS1",-0.0518237291438202
"DBI",-0.0518536830392061
"HKDC1",-0.0518980062841324
"KIAA0319L",-0.0519533817854079
"CTC1",-0.0519846874107702
"TEKT5",-0.0519898581769118
"SLC22A3",-0.0519956344588449
"CTAGE15",-0.05205570087414
"TDRD12",-0.0520582148573391
"MAST4",-0.0521156560872188
"ENO4",-0.0521326675394042
"TMEM164",-0.0521921204431297
"SLC25A38",-0.0521952118957173
"SPPL3",-0.0522187430512457
"FAM3B",-0.0522395624586552
"SOCS7",-0.0522882840490946
"GTF3C2",-0.0523124605124736
"ATRAID",-0.0523193883621342
"SHC4",-0.0523599082735045
"TCFL5",-0.0523726979556737
"TTC31",-0.0524176618597504
"LMTK2",-0.0524990163569483
"RNF10",-0.0525480647910953
"SPRY3",-0.0526322673958879
"CAMSAP1",-0.0526379547171358
"BEND3",-0.0526920932283663
"DFFB",-0.0527358432243455
"LPCAT1",-0.0527558977964409
"CALML4",-0.0527747718943953
"PRKCA",-0.0527965712371503
"GLB1L",-0.0528207812953377
"CYP1B1",-0.0528568651518627
"ATP9B",-0.0528793539187052
"APOBEC3A",-0.0528796507437125
"CHODL",-0.0529215252273147
"UBQLN4",-0.0529903384672367
"PSMD2",-0.0529957373508443
"FICD",-0.0530094302860949
"AQP11",-0.0530377441114118
"KRT81",-0.0530379580512883
"APEX1",-0.0530903194424265
"PIAS3",-0.0531021117970398
"HIPK2",-0.0531404442528856
"CDRT4",-0.0531883476623567
"IFNGR2",-0.0532557321076028
"ARID1B",-0.0532728870858752
"SLC35E1",-0.0533553791569871
"CDCP1",-0.053382774581932
"NDUFAF2",-0.0534021404633553
"POLA2",-0.0535279885706706
"GXYLT2",-0.0535429985704839
"DDIT3",-0.0536030600475048
"GAD1",-0.0536053718283084
"TCEAL3",-0.053609568587126
"KCTD1",-0.0536774823417503
"AKR1C3",-0.0536837740086017
"MAD2L1BP",-0.0536932871063864
"NRBP1",-0.0537410446243463
"MBP",-0.0537843759812486
"GANAB",-0.0539076154809462
"VSIG8",-0.0539713688405461
"DNMT3A",-0.0539804975028759
"IL10RB",-0.0540282607149462
"FYCO1",-0.0541216132723382
"NELFCD",-0.0541257303184569
"TXNDC11",-0.0541460543616265
"LGMN",-0.0541465774062454
"TGFA",-0.0541526029554594
"BOD1",-0.0542899343922061
"CDCA8",-0.054375593505604
"QDPR",-0.0544195759728743
"TMEM178A",-0.0544307660185151
"XG",-0.054445345349362
"MRAP2",-0.0544600482149671
"TXNL4A",-0.0544686954734395
"FAM53C",-0.0544845020218459
"DAPK1",-0.0544962849512769
"ERC1",-0.0546018707648649
"LHX6",-0.0546018721071291
"HSD17B2",-0.054642805345328
"SLC15A1",-0.0546638542529988
"CMTR1",-0.0547338391268627
"UNC79",-0.0547555051598921
"PANK2",-0.0547858901905542
"NCAM1",-0.0547958079584135
"MRPL34",-0.0548670095963872
"PCSK5",-0.0548882858294285
"OAZ3",-0.0549228925317537
"COPRS",-0.0549302247754586
"GPATCH4",-0.0549539093781908
"MEX3A",-0.0549553493253897
"DACH1",-0.0550074597056287
"RAB40B",-0.0550175158849344
"DIP2C",-0.0550194022383622
"UQCRQ",-0.0551358175192324
"MERTK",-0.055141312066966
"SPECC1L",-0.0552433269289248
"ADAM12",-0.0552977565431905
"ARSG",-0.0553248629933548
"UBAC2",-0.0553494200840685
"PARP1",-0.0553801174186841
"TMEM231",-0.0553902142743034
"PITRM1",-0.0554087330601953
"STARD5",-0.0554301348985614
"PIGV",-0.055432759965272
"DNAH12",-0.0554936441860117
"TRIM68",-0.0554980638515268
"PCDHB10",-0.0555008165292675
"IL17RB",-0.0555337501960629
"NCAPD2",-0.0555363372478761
"ATXN2",-0.0555834305586165
"ATP9A",-0.0555889419397984
"MRPL18",-0.0557485338855591
"ESYT3",-0.0557519373845013
"ZNF263",-0.0557748665413227
"ACE2",-0.055787037847705
"DKK1",-0.0559223216695003
"GSTM4",-0.0559994850028697
"CMPK2",-0.056001100896809
"RPL27A",-0.0560036646464651
"BLCAP",-0.0560729552126459
"CCT7",-0.0561479462709756
"PIGG",-0.0561515837942582
"NOA1",-0.0563235652063965
"RPUSD4",-0.056421878606427
"SPAG17",-0.0564295644611044
"DCLK1",-0.0564543831538661
"UBAP1",-0.0564583385919098
"ING4",-0.0564733858008631
"TXNIP",-0.0564875223494343
"KRT24",-0.0564890470751441
"HSPA8",-0.0565709109590256
"TMEM217",-0.0565858324399905
"BTD",-0.0566235358810563
"QRICH1",-0.0566258629094458
"MTA3",-0.056646072563678
"MRPS7",-0.0567186214736427
"TOR1B",-0.056732309231712
"TRANK1",-0.0568009113615718
"FST",-0.0568693586979749
"DYRK4",-0.0569628304485999
"BTN3A1",-0.0569789358727041
"EYA1",-0.0570156033537418
"RABEPK",-0.0571052568803761
"TAS2R5",-0.0572123202120717
"CCNE1",-0.0572344498574644
"CHKA",-0.0572605561997196
"PEA15",-0.0572730551171622
"SPATA13",-0.0572753379108757
"NOP9",-0.0573452508707224
"TRIM31",-0.0573609653936789
"RPS12",-0.0573609863024854
"ENPP3",-0.0573700786751393
"RGP1",-0.0574078999710742
"GPN2",-0.0574220694229382
"MMP19",-0.0574274530942386
"WHAMM",-0.0574643662291519
"IL7",-0.0574818609437888
"TXNL4B",-0.0574942216618347
"GIMAP2",-0.0575079097717813
"ZNF584",-0.0575261063468012
"PTCHD4",-0.0575417839922815
"SPOCK1",-0.0575810377987078
"SSRP1",-0.0575950021480525
"KLLN",-0.0576799352262913
"TBX3",-0.057683357218059
"CALR3",-0.0577628719454472
"AMPD3",-0.0578137827332413
"ZC3H10",-0.0578147839047075
"CHMP7",-0.0578478994414993
"NRIP3",-0.0578683747348079
"LMO2",-0.057915585908211
"FDFT1",-0.0579965101128398
"NDUFS3",-0.0580387520962094
"F11R",-0.0580893520731599
"TP53TG3",-0.0582562309311536
"PCDHGA7",-0.0582859663354267
"ATP11A",-0.0582935056979222
"SLC25A4",-0.0583538718054872
"MTOR",-0.0583599454839963
"BST1",-0.0584234735472161
"SPOCD1",-0.0584380011245912
"PSMC5",-0.0584619898518505
"PITPNA",-0.0584860794126184
"NRP2",-0.0585399139684723
"AKIP1",-0.0585399956426441
"PAQR8",-0.058543464835097
"SLC16A14",-0.0585545180051046
"SVIL",-0.0585620141379405
"TMEM154",-0.0585652833353991
"PRR13",-0.0585765082332739
"HSP90AB1",-0.0587152489975185
"UBE3B",-0.0587689750330961
"TGIF2",-0.0587929436349942
"RBM20",-0.0588072533169341
"VIL1",-0.0588324993282963
"PNP",-0.0588695715114296
"CSGALNACT1",-0.0589002724158388
"SIX1",-0.0589330545532526
"ARPC4",-0.0589393802561429
"UBR4",-0.0590065406106672
"TSTD3",-0.0590473889967662
"TGFBR2",-0.0590569050144293
"HEPACAM2",-0.0590682496360846
"LAMA3",-0.0591184839326868
"STK32A",-0.0591239693681343
"URB2",-0.059129065198131
"BDNF",-0.0591813083962176
"RREB1",-0.0592282630741948
"PDCD7",-0.0594961369309255
"ABHD2",-0.0596704434770775
"PEX26",-0.0596940521414699
"TRAFD1",-0.0597089004991427
"CA3",-0.0597441098963321
"KIF6",-0.0597683533226371
"DMC1",-0.0597929003479835
"NAGK",-0.0598010942714988
"CCL2",-0.0598220191629481
"DNAJC14",-0.0598425073988904
"DDX19B",-0.0598600497688504
"ZKSCAN7",-0.0598961752159674
"MAGEE1",-0.0599074018377274
"USP27X",-0.0599078256309576
"RPS20",-0.0600180284497009
"CRADD",-0.0600753744814811
"ZFHX3",-0.0601926580008557
"DDC",-0.0602339768923145
"CD9",-0.0602464961955766
"SLC1A3",-0.0603055593449979
"CTNNA1",-0.0603671836524328
"SMUG1",-0.0603911004278033
"IFI44L",-0.060445349252317
"TRMT2B",-0.0604581324964165
"DSC3",-0.060484463532682
"TINF2",-0.06051621747419
"DMAP1",-0.0605714014984807
"RNFT2",-0.0606022183204226
"SLC25A6",-0.060673627688476
"PTPRA",-0.0607449382021361
"CRTC3",-0.0609165190888307
"KLF10",-0.0609429816404489
"ERVMER34-1",-0.0609772975059903
"DDTL",-0.060993913342629
"PWP2",-0.0610112922577992
"RTN1",-0.0610758084585444
"TOMM40L",-0.0610793246795971
"ZNF433",-0.0611166529748556
"EEF2K",-0.0611274117575849
"CMYA5",-0.0611331368190024
"DPF3",-0.0611334586119805
"PGM1",-0.061164316002865
"NCOA5",-0.0611806891765397
